hash_name	transcription	age	gender	first_language	socioeconomic_bkgd	ethnicity
f7f74604ac8d094bcc18ea27fc94423a	hey facebook thank you for your response i will definitely get back to you	23 - 30	female	English	Affluent	Asian, South Asian or Asian American
07004d2608fa81de24a53cbd142cd6a7	hey facebook reduce the volume	23 - 30	female	English	Medium	Black or African American
fa349845b25642be5477f18560d98325	text my mum that crystal bridges museum of america is the best spot i would like to visit right now	31 - 45	male	English	Medium	Black or African American
8315b496f17b6626523a681721dde3dc	hey facebook single here	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
83ca583c2533295cf2f624da863362e2	send a message to casey saying hey i wanna tell you about this silent yoga retreat on i went out in the mountains it was a major life-changing experience for me call me back when you see this	18 - 22	female	English	Low	Hispanic, Latino, or Spanish
c55a6e50e74309fd8308002ce1bfb0b6	share to story please	31 - 45	female	Malaysian	Medium	Asian, South Asian or Asian American
3eb5f847ca5bc7b9784621685683f2a8	please save the song let's go	46 - 65	female	English	Low	White
4984b1b0ff1901e45a02b6a108dc9d32	hey facebook turn off do not disturb	46 - 65	female	Spanish	Medium	Hispanic, Latino, or Spanish
3bf34e47a35047e79ae1a34c7bda9677	text louis hello	31 - 45	female	English	Medium	Native American, American Indian, or Alaska Native
3962bbf5454b06f2683f8f75c02698ba	hey facebook call isabelle	46 - 65	male	German	Affluent	White
2b1b7dae78868519a18d2886b20e1fff	hey facebook can you please make a video for thirty seconds	31 - 45	male	English	Medium	Black or African American
4062b84246da1be17de8fd4833aa324c	have to mop up the bathrooms and have to sweep the kitchen and will be done	31 - 45	male	English	Low	Native American, American Indian, or Alaska Native
baaa1f01717392bf4b2077d4c6a6792f	play i wanna rock radio	23 - 30	male	English	Low	Native Hawaiian or Other Pacific Islander
543e5f4f1e7fb4a84b644a3f8380bc2c	hey facebook if you want to remove someone from your contact you can go to their profile and then click remove then press okay	23 - 30	female	Indonesian	Low	Asian, South Asian or Asian American
9047a1911d10fb37ddec350212d4f41c	i'm at wendy's but where are you i can't see you	46 - 65	female	English	Medium	Asian, South Asian or Asian American
09b182546fa6fed0111bf96a494b3438	play old macdonald had a farm by cocomelon	31 - 45	female	Cantonese	Medium	Asian, South Asian or Asian American
cda7961c6263645f8e8549d1603ab16c	find all messages from sarah	31 - 45	female	English	Medium	Native American, American Indian, or Alaska Native
89fbe06dafa6b8d7a3ac06d88cc73ac3	hey facebook open this link from hannah smith	18 - 22	female	English	Low	Asian, South Asian or Asian American
7d182fecdd233fcfc9ca2b9308ff640e	please son what's the time to meet up at the family meeting so we can buckle up for it	31 - 45	male	English	Medium	Black or African American
8a8c01826c5d21b615422207dc7e3893	reply to current text have to go talk to you later someone just showed up at the door	31 - 45	male	English	Affluent	Native American, American Indian, or Alaska Native
684d850c6dff12974d6c7b5cbedab839	hey i'm heading out of the house just wanted to let you know i'll be a little bit late because i need to get gas before i meet you guys at the restaurant	23 - 30	female	English	Affluent	Asian, South Asian or Asian American
4b3f05b472148468af0fdb2188a054c3	hey facebook silence the notification	31 - 45	male	English	Medium	Middle Eastern or North African
ce556d6b1a19a85d169b29b0664d1702	hey facebook skip this song	31 - 45	male	English	Low	Black or African American
75683762447ae93b036396f39c6a5ce6	hey facebook please unmute my smartwatch hey facebook please mute my smartwatch hey facebook mute smartwatch hey facebook unmute smartwatch	23 - 30	female	English	Medium	Hispanic, Latino, or Spanish
e00d1c79db991abd424a748e803193b2	hey facebook i'm available	31 - 45	male	English	Low	Native American, American Indian, or Alaska Native
75fe3c11c9e553442a39a40c3bbcf486	hey facebook show me as do not disturb	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
1e0b516af6a844acf390c3f2ae7eead3	resume music	46 - 65	female	English	Affluent	White
716746aa061dca94cc1dfc4137b133bc	hey facebook can you find that rock playlist that i had on spotify	46 - 65	female	English	Low	Black or African American
4f07f60c0df3463241a9385fe74b1f53	kindly play i still love	31 - 45	male	English	Medium	Black or African American
729ac9d0390c5bef085f973c5b5167af	i'm sorry about that what's wrong	23 - 30	female	English	Low	White
8dbbbdf315373a3b68e8c9754b937a87	text this person that i won't be coming	46 - 65	male	English	Low	Hispanic, Latino, or Spanish
2b4f754e00212850c91d860b11bff6ac	play bob marley on spotify	31 - 45	female	English	Medium	Native American, American Indian, or Alaska Native
eb96b699423779d9f9bdb02d0aad3a8c	hey facebook check battery life	31 - 45	female	English	Low	Asian, South Asian or Asian American
ab1a042526f6ee59b333a8400f6f2b32	hey facebook status available	31 - 45	male	English	Low	Asian, South Asian or Asian American
0eb7e7b46e0e5c2ff528e7ff7e2749c9	hey facebook share video on story	46 - 65	female	Spanish	Low	Hispanic, Latino, or Spanish
e1d3584cf9d827718242bd11b7dfb058	i'm sorry i won't make it today	23 - 30	female	English	Low	Native American, American Indian, or Alaska Native
91bc20091badfa631b04ecc048d48aa9	hey i'm sorry to hear that i just want you to know that i'm here with you and if you wanna talk i'm here to listen be there for you just try to stay strong and this too shall pass	18 - 22	male	Arabic	Low	Asian, South Asian or Asian American
5089efc99557da1adb58f160e54775ac	add this to my playlist please	31 - 45	male	English	Low	Black or African American
42b77ac53c16cadb5119c349f3356879	send my location to sarah	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
27ce5f9f5a3448d48ea84e64cf5f6c1d	stop playing selena songs	31 - 45	female	English	Low	White
09b0ec79bd60b7148547c8a4eda0d263	message roe saying my gosh you will never believe what i just heard about kobe	18 - 22	female	English	Low	Native Hawaiian or Other Pacific Islander
348322b4420e878d572dc65e9949dfff	hey facebook take a picture	31 - 45	female	English	Low	Native Hawaiian or Other Pacific Islander
33f911c195006bc1e8857cf09374fcf0	hey facebook kindly rewind the music	31 - 45	male	English	Medium	Black or African American
6280aadc68d13f772101919911640f9e	what band is this	23 - 30	male	English	Low	Asian, South Asian or Asian American
8df30c764d6412f22fae71425a4258cb	send a vent message	31 - 45	female	English	Low	Native Hawaiian or Other Pacific Islander
f7a5bb3777a2a1125d7d1b3b49bb723a	hey facebook call doctor ben's office	31 - 45	female	Cantonese	Medium	Asian, South Asian or Asian American
fba2a9286f8f73a2c6b0ff2ff168e1e3	what is the name of this song	18 - 22	female	English	Low	Native American, American Indian, or Alaska Native
56a4049dbaabf41fd8c39bc74de31c91	hey come over to my place after five for dinner this evening	46 - 65	female	Nepali	Low	Asian, South Asian or Asian American
4f74f59a629fe64fed05b809829257bc	hey facebook please add jenny to this call	31 - 45	female	English	Low	Asian, South Asian or Asian American
40cbb355b9d0a1a1d42dd847d20fca04	hey facebook i'm available online and available	46 - 65	male	English	Medium	Black or African American
970bd188c9ca66f7dc0c6aee2198c48d	add this song to my playlist	31 - 45	male	English	Medium	Black or African American
f0b0a0d3ade7eb77254313f2766b2061	hey facebook place my smartwatch on mute	23 - 30	female	English	Low	Asian, South Asian or Asian American
7a5c36fff7da55bec0188940319c582c	hey facebook always available	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
bda19b00b0fa8c2ea6877774893339a5	reply my husband saying i just got our honeymoon album and i can't stop thinking of our perfect moment together	31 - 45	female	Portuguese	Medium	White
1ef950452cf80189c0f0c634c4d55628	play rihanna's latest song	23 - 30	female	English	Medium	Hispanic, Latino, or Spanish
7bb155caf1f0d465bc568cc460c343c4	hey facebook skip this song	31 - 45	female	Tagalog	Medium	Asian, South Asian or Asian American
39ef1e68276c954b8a12bb69c2b3661e	this is one of the best music i've ever listened to add this to my playlist	31 - 45	male	English	Low	Black or African American
14cf96f61a2d032d8fb61a0b064dce79	hey facebook play latin music in spotify	23 - 30	female	Spanish	Medium	Hispanic, Latino, or Spanish
ae6b3e688af271a32e6f4b28ffa00d21	hey facebook set my status to available	31 - 45	male	English	Medium	Native American, American Indian, or Alaska Native
4d6a1f1761320f4b62a0713c15222482	next song please	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
7e202b7ba400a3753d082cb7174ca3e0	like the current song	31 - 45	male	English	Low	Black or African American
ed7689e6605af3c904d995f3a948c5cc	hey facebook take a picture of us so we can have a photo	18 - 22	female	English	Low	Native American, American Indian, or Alaska Native
5f41abde3d96abaff2f70e11b3d49723	send text to dennis enrique ask him how the adam sandler concert went last night	46 - 65	female	English	Low	White
68f640251429a8f59e525d660f2e276a	how do i get to raven rock state park in lillington from four twenty one north	46 - 65	female	English	Low	Native American, American Indian, or Alaska Native
09fa7d76bc385b356b5764b1106d164a	hey facebook please set my online status to available	46 - 65	female	English	Low	Native American, American Indian, or Alaska Native
4545be24c6fdf77946810afa599dd21c	hey facebook skip song	31 - 45	female	English	Low	Native American, American Indian, or Alaska Native
8f76ad60fddf90c69a6e1f2a05017cbb	can you replay the song again	31 - 45	male	English	Medium	Black or African American
04045cd575ba5ee5333ba6a8ae86fe2f	remove song from my playlist	31 - 45	female	Malay	Low	Asian, South Asian or Asian American
821f95a33a3ee6d8be179f6520ee97e0	hey facebook send a text of the video to my friend now	46 - 65	female	English	Medium	Black or African American
46d82e0028b5df276c1240711bc5a13b	hey facebook select anna sadie and john for texting guys is anyone up for a movie tonight	23 - 30	female	English	Low	Native American, American Indian, or Alaska Native
0d03378b1d541c68c48d78cbd0563d33	send this text message to my friend saying the restaurants near me is so cool and lively i love it	31 - 45	male	English	Medium	Black or African American
e7aedbfc2dd0ac0816bc48a5fe3b1fa1	get this most calico cats are female	31 - 45	female	Hindi	Affluent	Asian, South Asian or Asian American
ebfd56b077870791c8984194a9b493af	hey facebook read peter text only on sms	31 - 45	male	English	Medium	Black or African American
a63e3c3203e7f3836fa34279dd78bd6e	hey facebook reply thank you	18 - 22	female	Spanish	Low	Hispanic, Latino, or Spanish
131f0e93a36463de6c2d1e37986f962c	hey facebook i'm available	23 - 30	female	Spanish	Low	Hispanic, Latino, or Spanish
004c8c4e5cbe96c65d7c821c3bf815ae	send message to michael i saw john smoking weed at the backyard	18 - 22	male	English	Low	Black or African American
479ca3ef4a09542e1ed31b1f5c97124e	hey facebook unmute notifications	18 - 22	female	English	Low	Native American, American Indian, or Alaska Native
9c49ea63103e6a5a1d634665e516cb29	send a text message to kems please pick up my food i'm running late	31 - 45	male	English	Low	Black or African American
142d1bf46c3eb7806430264d3c11dc27	send the following message to mane i just hear the news about blah blah	31 - 45	male	Dutch	Medium	White
807cd55c8a7e1d2596a8a3f21cf88607	send a text to mom that says i think i just decided to change religions	23 - 30	female	English	Medium	Native American, American Indian, or Alaska Native
96c620051998269c327f4737ad7f671c	i am looking for the best roofer in my area	46 - 65	male	English	Medium	Asian, South Asian or Asian American
75f186e55c6c701edabce068a1b8e03b	remove this song from my playlist	18 - 22	male	English	Low	White
aa18913ac507b84c387a08009ff81c3e	i'll be back in a couple of minutes	31 - 45	male	English	Low	Middle Eastern or North African
4bc449db4a6f4e1256f9c812a65579e2	hey facebook turn on my availability on instagram	23 - 30	male	English	Medium	Hispanic, Latino, or Spanish
9761bfc5d0072536064f94f178f9b34e	hey facebook speak louder	31 - 45	male	English	Medium	Black or African American
c997e21e51105caee2f85155e5f031b9	hey facebook start a group chat with me and my mom and ask if we can get lunch together tomorrow	18 - 22	female	English	Low	Hispanic, Latino, or Spanish
b6f7f8050298f7cf5c775afc268a3cc7	play me any r and b song on pandora	31 - 45	male	English	Medium	Black or African American
4475f7f5f62b5b57763832d05e9d31e0	hi my love i'm going out right now and i need to find my shoes i can't get my shoes in the house i've been looking for it for a while now	31 - 45	male	English	Medium	Black or African American
